,Unnamed: 0,Customer_id,Customer_age,Customer_sex,Customer_type,Customer_city,Visits,Device_used,Device_Platform,Existing_Customer,Product_id,product_visit,Days_in_cart,Viewd_in_cart,Price,Transcation_amount,discount_offered,Warranty,Warranty_period,Product_age,Support_type,Support_mode,Support_satisfaction,Revenue_Impact,Region,State,Zone,Product_comparison,Tech_score,Purchase_power,Thinking_score,service_category
256,256,257,33,Female,Young,Surat,186,Laptop/PC,Windows,Yes,1,7,41,16,89528,74308,17,0,0,16,Product_upgrade,Customer_support,2,26858,Metro,Gujrat,West,8,4,6,5,Gold1
257,257,258,44,Male,Middle,Jhansi,174,Laptop/PC,Linux,No,3,7,18,5,47192,38225,19,1,6,6,Technical_Queries,Remote_sharing,5,0,Non Metro,Uttar Pradesh,North,6,8,5,3,Silver2
258,258,259,22,Female,Young,Malappuram,147,Mobile/Tablet,iOS,No,1,6,56,22,89528,78784,12,0,0,28,Parts_change,Service_center,5,1121,Non Metro,Kerela,South,6,3,10,5,Platinum1
259,259,260,37,Male,Middle,Mysore,50,Laptop/PC,Linux,Yes,3,6,30,9,47192,38225,19,0,0,33,Parts_change,Service_center,5,1575,Non Metro,Karnartaka,South,4,9,5,3,Silver2
260,260,261,27,Female,Young,Patna,205,Mobile/Tablet,iOS,Yes,1,4,50,20,89528,74308,17,1,11,1,Technical_Queries,Remote_sharing,5,0,Non Metro,Bihar,East,7,4,10,5,Platinum1
261,261,262,55,Female,Old,Bareilly,134,Mobile/Tablet,Android,Yes,5,1,18,5,78227,64928,17,1,0,12,Parts_change,Service_center,5,2377,Non Metro,Uttar Pradesh,North,2,2,6,3,Gold1
262,262,263,39,Female,Middle,Kollam,141,Laptop/PC,Linux,Yes,2,4,11,3,86114,69752,19,0,0,19,Parts_change,Service_center,4,857,Non Metro,Kerela,South,6,8,6,3,Gold2
263,263,264,25,Male,Young,Ludhiana,197,Mobile/Tablet,iOS,No,2,4,51,20,86114,71474,17,1,2,10,Technical_Queries,Customer_support,4,0,Non Metro,Punjab,North,5,3,10,5,Platinum1
264,264,265,55,Male,Old,Aligarh,139,Mobile/Tablet,iOS,Yes,3,5,24,7,47192,38225,19,1,6,6,Technical_Queries,Customer_support,5,0,Non Metro,Uttar Pradesh,North,4,4,9,3,Platinum1
265,265,266,54,Male,Old,Mysore,106,Mobile/Tablet,iOS,No,3,3,16,4,47192,44832,5,1,10,2,Technical_Queries,Customer_support,4,0,Non Metro,Karnartaka,South,4,4,9,3,Platinum1
266,266,267,41,Male,Middle,Ranchi,136,Laptop/PC,Linux,Yes,4,6,20,6,33668,29627,12,0,0,22,Product_upgrade,Customer_support,2,10100,Non Metro,Jharkhand,East,4,9,3,3,Silver2
267,267,268,28,Female,Young,Bhilai,169,Laptop/PC,Linux,No,3,9,40,16,47192,36337,23,1,3,9,Parts_change,Service_center,4,2427,Non Metro,Chattisgarh,East,6,8,5,5,Silver2
268,268,269,35,Female,Young,Warangal,214,Laptop/PC,Linux,No,3,6,49,19,47192,36337,23,0,0,25,Product_upgrade,Customer_support,2,14157,Non Metro,Telangana,South,6,8,5,5,Silver2
269,269,270,30,Female,Young,Chandigarh,219,Mobile/Tablet,Android,No,3,4,60,24,47192,39169,17,0,0,25,Product_upgrade,Customer_support,2,14157,Non Metro,Punjab,North,3,2,5,5,Silver1
270,270,271,39,Male,Middle,Jamshedpur,92,Mobile/Tablet,Android,Yes,4,7,37,11,33668,27944,17,1,11,1,Technical_Queries,Remote_sharing,5,0,Non Metro,Jharkhand,East,4,4,3,5,Silver1
271,271,272,40,Female,Middle,Malappuram,69,Mobile/Tablet,Android,Yes,3,8,14,4,47192,41528,12,1,8,4,Technical_Queries,Remote_sharing,5,0,Non Metro,Kerela,South,3,2,5,3,Silver1
272,272,273,35,Male,Middle,Gwalior,191,Mobile/Tablet,Android,No,4,4,36,10,33668,29627,12,1,10,2,Technical_Queries,Remote_sharing,5,0,Non Metro,Madhya Pradesh,West,5,3,3,4,Silver1
273,273,274,37,Female,Middle,Visakhapatnam,124,Laptop/PC,Linux,Yes,2,4,25,7,86114,71474,17,1,7,5,Technical_Queries,Remote_sharing,4,0,Metro,Andhra Pradesh,South,6,8,6,3,Gold2
274,274,275,43,Male,Middle,Mangalore,176,Mobile/Tablet,iOS,Yes,3,7,25,7,47192,44832,5,0,0,39,Product_upgrade,Customer_support,3,14157,Non Metro,Karnartaka,South,6,3,9,3,Platinum1
275,275,276,23,Female,Young,Vasai-VirarCity,206,Mobile/Tablet,Android,No,1,9,54,21,89528,72517,19,0,0,28,Product_upgrade,Customer_support,2,26858,Non Metro,Maharashtra,South,8,4,6,5,Gold1
276,276,277,55,Male,Old,Faridabad,150,Mobile/Tablet,Android,No,5,3,15,4,78227,60234,23,1,1,11,Technical_Queries,Customer_support,5,0,Non Metro,Haryana,North,1,2,6,3,Gold1
277,277,278,35,Female,Old,Vijayawada,202,Mobile/Tablet,iOS,No,3,5,24,7,47192,41528,12,1,3,9,Technical_Queries,Remote_sharing,4,0,Non Metro,Andhra Pradesh,South,2,2,9,3,Platinum1
278,278,279,60,Male,Old,Pune,105,Mobile/Tablet,Android,No,5,5,20,6,78227,60234,23,1,8,4,Technical_Queries,Remote_sharing,4,0,Metro,Maharashtra,South,4,4,6,3,Gold1
279,279,280,26,Male,Young,Kolhapur,167,Laptop/PC,Windows,Yes,2,5,58,23,86114,69752,19,1,9,3,Technical_Queries,Remote_sharing,4,0,Non Metro,Maharashtra,South,6,3,6,5,Gold1
280,280,281,52,Male,Old,Vellore,110,Laptop/PC,Linux,Yes,3,3,23,6,47192,36337,23,0,0,22,Parts_change,Service_center,4,1443,Non Metro,Tamil Nadu,South,4,9,5,3,Silver2
281,281,282,39,Female,Middle,Amravati,85,Laptop/PC,Windows,Yes,3,4,34,10,47192,36337,23,1,7,5,Technical_Queries,Remote_sharing,5,0,Non Metro,Maharashtra,South,4,4,5,4,Silver1
282,282,283,52,Female,Old,Tiruchirappalli,130,Laptop/PC,Windows,No,4,5,2,0,33668,27944,17,0,0,23,Product_upgrade,Customer_support,2,10100,Non Metro,Tamil Nadu,South,2,2,3,2,Silver1
283,283,284,52,Female,Old,Ujjain,117,Laptop/PC,Linux,No,5,5,9,2,78227,68839,12,0,0,16,Parts_change,Service_center,5,862,Non Metro,Punjab,North,3,7,6,2,Gold2
284,284,285,50,Male,Old,Dhanbad,148,Mobile/Tablet,iOS,Yes,5,6,7,2,78227,74315,5,1,3,9,Parts_change,Service_center,5,1740,Non Metro,Jharkhand,East,4,4,10,2,Platinum1
285,285,286,37,Male,Middle,Nanded,136,Laptop/PC,Windows,Yes,2,4,40,12,86114,71474,17,0,0,38,Product_upgrade,Customer_support,4,25834,Non Metro,Maharashtra,South,7,4,6,5,Gold1
286,286,287,36,Male,Middle,Dhanbad,161,Mobile/Tablet,iOS,Yes,2,8,39,11,86114,66307,23,0,0,19,Parts_change,Service_center,4,461,Non Metro,Jharkhand,East,3,2,10,5,Platinum1
287,287,288,39,Male,Middle,Jodhpur,132,Laptop/PC,Windows,Yes,3,7,25,7,47192,41528,12,1,0,12,Technical_Queries,Customer_support,4,0,Non Metro,Rajasthan,West,3,2,5,3,Silver1
288,288,289,57,Male,Old,Visakhapatnam,115,Laptop/PC,Linux,Yes,3,1,23,6,47192,41528,12,0,0,13,Parts_change,Service_center,4,1221,Metro,Andhra Pradesh,South,4,9,5,3,Silver2
289,289,290,34,Male,Young,Rajkot,219,Laptop/PC,Linux,No,0,1,33,13,56323,45621,19,1,0,12,Parts_change,Service_center,5,1724,Non Metro,Gujrat,West,9,9,5,5,Silver2
290,290,291,31,Male,Young,BokaroSteelCity,201,Laptop/PC,Linux,No,1,1,50,20,89528,68936,23,0,0,22,Parts_change,Service_center,5,2131,Non Metro,Jharkhand,East,5,8,6,5,Gold2
291,291,292,21,Female,Young,Jabalpur,165,Mobile/Tablet,iOS,No,0,6,60,24,56323,49564,12,1,9,3,Technical_Queries,Remote_sharing,5,0,Non Metro,Madhya Pradesh,West,3,2,9,5,Platinum1
292,292,293,34,Male,Young,Kolhapur,193,Laptop/PC,Windows,No,2,6,48,19,86114,66307,23,0,0,19,Product_upgrade,Customer_support,5,25834,Non Metro,Maharashtra,South,7,4,6,5,Gold1
293,293,294,45,Female,Middle,Ahmedabad,109,Mobile/Tablet,Android,Yes,2,6,12,3,86114,71474,17,0,0,29,Parts_change,Service_center,4,1106,Metro,Gujrat,West,4,4,6,3,Gold1
294,294,295,36,Female,Middle,Guntur,127,Mobile/Tablet,Android,No,4,6,30,9,33668,27944,17,0,0,35,Product_upgrade,Customer_support,2,10100,Non Metro,Andhra Pradesh,South,4,4,3,3,Silver1
295,295,296,22,Female,Young,Rajahmundry,205,Mobile/Tablet,iOS,No,3,4,54,21,47192,39169,17,1,0,12,Technical_Queries,Remote_sharing,5,0,Non Metro,Andhra Pradesh,South,7,4,9,5,Platinum1
296,296,297,30,Male,Young,Pune,175,Mobile/Tablet,Android,Yes,0,4,35,14,56323,49564,12,1,12,0,Technical_Queries,Customer_support,5,0,Metro,Maharashtra,South,9,4,5,5,Silver1
297,297,298,48,Female,Old,Visakhapatnam,120,Laptop/PC,Windows,No,3,6,26,7,47192,41528,12,1,6,6,Technical_Queries,Remote_sharing,4,0,Metro,Andhra Pradesh,South,2,2,5,3,Silver1
298,298,299,47,Female,Old,Bhavnagar,128,Mobile/Tablet,Android,Yes,5,3,12,3,78227,68839,12,1,5,7,Technical_Queries,Customer_support,5,0,Non Metro,Gujrat,West,3,2,6,3,Gold1
299,299,300,50,Male,Old,Visakhapatnam,147,Mobile/Tablet,iOS,No,5,3,25,7,78227,63363,19,0,0,14,Parts_change,Service_center,5,2129,Metro,Andhra Pradesh,South,2,2,10,3,Platinum1
300,300,301,21,Male,Young,Srinagar,213,Mobile/Tablet,Android,Yes,1,3,53,21,89528,74308,17,0,0,28,Parts_change,Service_center,4,2242,Non Metro,Jammu and Kashmir,North,5,3,6,5,Gold1
301,301,302,44,Male,Middle,Faridabad,170,Laptop/PC,Windows,Yes,3,4,20,6,47192,44832,5,0,0,16,Product_upgrade,Customer_support,2,14157,Non Metro,Haryana,North,3,2,5,3,Silver1
302,302,303,51,Female,Old,Jamshedpur,128,Laptop/PC,Linux,Yes,4,3,17,5,33668,31984,5,1,8,4,Technical_Queries,Remote_sharing,5,0,Non Metro,Jharkhand,East,3,7,3,3,Silver2
303,303,304,38,Male,Middle,Tiruvannamalai,84,Mobile/Tablet,Android,Yes,4,4,36,10,33668,31984,5,1,5,7,Technical_Queries,Remote_sharing,5,0,Non Metro,Andhra Pradesh,South,6,3,3,4,Silver1
304,304,305,44,Male,Middle,Siliguri,125,Mobile/Tablet,Android,Yes,2,3,35,10,86114,66307,23,1,9,3,Technical_Queries,Remote_sharing,5,0,Non Metro,Assam,East,4,4,6,4,Gold1
305,305,306,55,Female,Old,Aurangabad,140,Laptop/PC,Linux,No,3,1,14,4,47192,36337,23,1,10,2,Technical_Queries,Customer_support,5,0,Non Metro,Uttar Pradesh,North,1,7,5,3,Silver2
306,306,307,59,Male,Old,Gwalior,127,Mobile/Tablet,Android,No,3,1,20,6,47192,44832,5,0,0,13,Product_upgrade,Customer_support,5,14157,Non Metro,Madhya Pradesh,West,3,2,5,3,Silver1
307,307,308,26,Male,Young,Kozhikode,151,Laptop/PC,Windows,No,2,1,27,10,86114,66307,23,1,3,9,Parts_change,Service_center,4,468,Non Metro,Kerela,South,5,3,6,3,Gold1
308,308,309,30,Male,Young,Hyderabad,195,Mobile/Tablet,Android,No,2,1,43,17,86114,81808,5,1,2,10,Parts_change,Service_center,4,1941,Metro,Telangana,South,9,4,6,5,Gold1
309,309,310,49,Female,Old,Kakinada,143,Mobile/Tablet,Android,Yes,4,3,28,8,33668,29627,12,1,11,1,Technical_Queries,Remote_sharing,5,0,Non Metro,Andhra Pradesh,South,2,2,3,3,Silver1
310,310,311,23,Male,Young,Ajmer,166,Mobile/Tablet,iOS,No,1,3,49,19,89528,72517,19,1,10,2,Technical_Queries,Remote_sharing,4,0,Non Metro,Rajasthan,West,4,4,10,5,Platinum1
311,311,312,46,Male,Old,Ludhiana,129,Mobile/Tablet,Android,No,3,3,30,9,47192,41528,12,0,0,37,Product_upgrade,Customer_support,5,14157,Non Metro,Punjab,North,3,2,5,3,Silver1
312,312,313,26,Female,Young,Meerut,215,Laptop/PC,Linux,No,0,4,52,20,56323,43368,23,0,0,17,Product_upgrade,Customer_support,5,16896,Non Metro,Uttar Pradesh,North,3,7,5,5,Silver2
313,313,314,43,Female,Middle,Agra,62,Laptop/PC,Linux,No,4,6,22,6,33668,31984,5,0,0,37,Product_upgrade,Customer_support,4,10100,Non Metro,Uttar Pradesh,North,6,8,3,3,Silver2
314,314,315,59,Female,Old,Salem,103,Mobile/Tablet,iOS,Yes,4,5,26,7,33668,29627,12,0,0,39,Product_upgrade,Customer_support,2,10100,Non Metro,Tamil Nadu,South,1,2,7,3,Gold1
315,315,316,18,Male,Young,Surat,149,Mobile/Tablet,iOS,Yes,2,5,36,14,86114,71474,17,0,0,29,Product_upgrade,Customer_support,2,25834,Metro,Gujrat,West,4,4,10,5,Platinum1
316,316,317,46,Female,Old,Bhiwandi,144,Laptop/PC,Windows,No,4,6,20,6,33668,31984,5,1,8,4,Technical_Queries,Remote_sharing,5,0,Non Metro,Maharashtra,South,4,4,3,3,Silver1
317,317,318,25,Female,Young,Malappuram,175,Mobile/Tablet,iOS,Yes,3,6,50,20,47192,44832,5,1,5,7,Parts_change,Service_center,5,1801,Non Metro,Kerela,South,8,4,9,5,Platinum1
318,318,319,45,Male,Middle,Hubli–Dharwad,129,Laptop/PC,Windows,Yes,2,8,23,6,86114,81808,5,0,0,34,Product_upgrade,Customer_support,2,25834,Non Metro,Karnartaka,South,5,3,6,3,Gold1
319,319,320,50,Male,Old,Sangli,124,Mobile/Tablet,Android,No,3,5,19,5,47192,41528,12,0,0,36,Product_upgrade,Customer_support,2,14157,Non Metro,Maharashtra,South,3,2,5,3,Silver1
320,320,321,38,Male,Middle,Ghaziabad,65,Laptop/PC,Linux,Yes,2,8,11,3,86114,69752,19,0,0,27,Product_upgrade,Customer_support,3,25834,Non Metro,Uttar Pradesh,North,6,8,6,3,Gold2
321,321,322,25,Male,Young,Tirupati,213,Mobile/Tablet,iOS,No,1,8,40,16,89528,68936,23,1,2,10,Parts_change,Service_center,5,1855,Non Metro,Andhra Pradesh,South,4,4,10,5,Platinum1
322,322,323,21,Female,Young,Kakinada,200,Laptop/PC,Windows,Yes,3,4,46,18,47192,44832,5,1,7,5,Technical_Queries,Remote_sharing,4,0,Non Metro,Andhra Pradesh,South,5,3,5,5,Silver1
323,323,324,27,Female,Young,Gorakhpur,166,Laptop/PC,Linux,No,0,10,53,21,56323,49564,12,1,4,8,Technical_Queries,Remote_sharing,4,0,Non Metro,Haryana,North,3,7,5,5,Silver2
324,324,325,43,Male,Middle,Mathura,50,Mobile/Tablet,iOS,No,3,8,18,5,47192,44832,5,0,0,27,Parts_change,Service_center,5,770,Non Metro,Uttar Pradesh,North,5,3,9,3,Platinum1
325,325,326,55,Male,Old,Noida,125,Laptop/PC,Linux,No,4,5,1,0,33668,25924,23,1,9,3,Technical_Queries,Customer_support,5,0,Non Metro,Uttar Pradesh,North,1,7,3,2,Silver2
326,326,327,23,Male,Young,Siliguri,213,Laptop/PC,Linux,Yes,2,5,57,22,86114,69752,19,1,9,3,Technical_Queries,Remote_sharing,4,0,Non Metro,Assam,East,6,8,6,5,Gold2
327,327,328,43,Male,Middle,Ujjain,123,Mobile/Tablet,Android,No,4,7,19,5,33668,27271,19,0,0,39,Product_upgrade,Customer_support,5,10100,Non Metro,Punjab,North,3,2,3,3,Silver1
328,328,329,42,Female,Middle,Firozabad,176,Mobile/Tablet,iOS,No,3,8,39,11,47192,36337,23,1,8,4,Technical_Queries,Customer_support,4,0,Non Metro,Uttar Pradesh,North,5,3,9,5,Platinum1
329,329,330,52,Male,Old,Bhiwandi,116,Laptop/PC,Linux,Yes,4,5,10,3,33668,25924,23,0,0,21,Product_upgrade,Customer_support,5,10100,Non Metro,Maharashtra,South,2,7,3,2,Silver2
330,330,331,23,Male,Young,Ujjain,194,Mobile/Tablet,Android,Yes,0,5,55,22,56323,46748,17,1,10,2,Technical_Queries,Customer_support,4,0,Non Metro,Punjab,North,9,4,5,5,Silver1
331,331,332,51,Female,Old,Bhavnagar,118,Laptop/PC,Windows,No,3,5,18,5,47192,39169,17,0,0,26,Product_upgrade,Customer_support,4,14157,Non Metro,Gujrat,West,3,2,5,3,Silver1
332,332,333,22,Female,Young,BokaroSteelCity,131,Laptop/PC,Linux,No,0,10,40,16,56323,46748,17,1,11,1,Technical_Queries,Remote_sharing,5,0,Non Metro,Jharkhand,East,4,9,5,5,Silver2
333,333,334,58,Female,Old,Jalandhar,100,Laptop/PC,Windows,Yes,5,1,30,9,78227,68839,12,0,0,38,Product_upgrade,Customer_support,4,23468,Non Metro,Punjab,North,3,2,6,3,Gold1
334,334,335,19,Male,Young,Jhansi,202,Mobile/Tablet,iOS,No,0,1,31,12,56323,53506,5,0,0,33,Product_upgrade,Customer_support,4,16896,Non Metro,Uttar Pradesh,North,6,3,9,5,Platinum1
335,335,336,47,Male,Old,Vellore,145,Laptop/PC,Linux,No,3,6,26,7,47192,36337,23,1,11,1,Technical_Queries,Remote_sharing,5,0,Non Metro,Tamil Nadu,South,2,7,5,3,Silver2
336,336,337,20,Female,Young,Kannur,213,Mobile/Tablet,iOS,Yes,1,10,50,20,89528,78784,12,0,0,39,Product_upgrade,Customer_support,5,26858,Non Metro,Kerela,South,5,3,10,5,Platinum1
337,337,338,53,Female,Old,Bareilly,115,Laptop/PC,Linux,Yes,5,1,24,7,78227,74315,5,0,0,17,Product_upgrade,Customer_support,3,23468,Non Metro,Uttar Pradesh,North,2,7,6,3,Gold2
338,338,339,52,Male,Old,Jammu,136,Laptop/PC,Windows,No,4,6,29,8,33668,31984,5,0,0,22,Product_upgrade,Customer_support,2,10100,Non Metro,Jammu and Kashmir,North,3,2,3,3,Silver1
339,339,340,53,Male,Old,Patna,113,Laptop/PC,Windows,No,5,3,4,1,78227,60234,23,1,5,7,Technical_Queries,Remote_sharing,5,0,Non Metro,Bihar,East,2,2,6,2,Gold1
340,340,341,38,Male,Middle,Varanasi,110,Mobile/Tablet,Android,Yes,2,3,32,9,86114,66307,23,0,0,20,Product_upgrade,Customer_support,2,25834,Non Metro,Uttar Pradesh,North,6,3,6,4,Gold1
341,341,342,45,Female,Middle,Dhanbad,116,Mobile/Tablet,iOS,No,3,7,33,9,47192,41528,12,0,0,29,Parts_change,Service_center,5,706,Non Metro,Jharkhand,East,4,4,9,4,Platinum1
342,342,343,23,Male,Young,Jalandhar,197,Laptop/PC,Linux,No,0,7,40,16,56323,45621,19,1,7,5,Technical_Queries,Remote_sharing,4,0,Non Metro,Punjab,North,9,9,5,5,Silver2
343,343,344,26,Female,Young,Kolhapur,155,Laptop/PC,Linux,Yes,1,4,45,18,89528,72517,19,1,10,2,Technical_Queries,Customer_support,4,0,Non Metro,Maharashtra,South,6,8,6,5,Gold2
344,344,345,56,Female,Old,Belgaum,122,Mobile/Tablet,iOS,Yes,4,5,8,2,33668,27944,17,1,10,2,Technical_Queries,Customer_support,4,0,Non Metro,Karnartaka,South,1,2,7,2,Gold1
345,345,346,42,Male,Middle,Allahabad,130,Laptop/PC,Linux,Yes,4,3,10,3,33668,29627,12,1,3,9,Technical_Queries,Remote_sharing,5,0,Non Metro,Uttar Pradesh,North,5,8,3,2,Silver2
346,346,347,58,Male,Old,Gurgaon,104,Mobile/Tablet,Android,Yes,3,6,29,8,47192,44832,5,1,4,8,Technical_Queries,Remote_sharing,4,0,Non Metro,Haryana,North,2,2,5,3,Silver1
347,347,348,24,Female,Young,Siliguri,162,Laptop/PC,Windows,No,1,6,56,22,89528,74308,17,1,9,3,Technical_Queries,Remote_sharing,4,0,Non Metro,Assam,East,4,4,6,5,Gold1
348,348,349,52,Male,Old,Agra,134,Laptop/PC,Windows,No,5,6,9,2,78227,60234,23,1,0,12,Parts_change,Service_center,4,1346,Non Metro,Uttar Pradesh,North,3,2,6,2,Gold1
349,349,350,37,Male,Middle,Ujjain,132,Laptop/PC,Windows,Yes,4,3,34,10,33668,27944,17,0,0,26,Product_upgrade,Customer_support,5,10100,Non Metro,Punjab,North,3,2,3,4,Silver1
350,350,351,35,Male,Middle,Belgaum,172,Mobile/Tablet,iOS,No,3,3,37,11,47192,44832,5,0,0,15,Parts_change,Service_center,5,1096,Non Metro,Karnartaka,South,6,3,9,5,Platinum1
351,351,352,44,Male,Middle,Tirupati,149,Mobile/Tablet,Android,Yes,3,6,25,7,47192,36337,23,1,12,0,Technical_Queries,Customer_support,5,0,Non Metro,Andhra Pradesh,South,6,3,5,3,Silver1
352,352,353,42,Male,Middle,Warangal,150,Mobile/Tablet,Android,Yes,4,3,29,8,33668,29627,12,1,8,4,Technical_Queries,Customer_support,5,0,Non Metro,Telangana,South,7,4,3,3,Silver1
353,353,354,52,Female,Old,Solapur,121,Laptop/PC,Linux,No,3,1,17,5,47192,39169,17,1,9,3,Technical_Queries,Remote_sharing,5,0,Non Metro,Maharashtra,South,1,7,5,3,Silver2
354,354,355,32,Male,Young,Jhansi,170,Laptop/PC,Windows,No,0,1,59,23,56323,49564,12,1,7,5,Technical_Queries,Remote_sharing,4,0,Non Metro,Uttar Pradesh,North,3,2,5,5,Silver1
355,355,356,50,Female,Old,Mysore,109,Laptop/PC,Linux,Yes,3,5,24,7,47192,36337,23,1,12,0,Technical_Queries,Customer_support,4,0,Non Metro,Karnartaka,South,1,7,5,3,Silver2
356,356,357,36,Female,Middle,Tiruchirappalli,170,Mobile/Tablet,Android,No,2,4,24,7,86114,71474,17,1,5,7,Technical_Queries,Customer_support,5,0,Non Metro,Tamil Nadu,South,7,4,6,3,Gold1
357,357,358,27,Female,Young,Ahmedabad,160,Mobile/Tablet,iOS,No,3,9,50,20,47192,36337,23,0,0,36,Product_upgrade,Customer_support,3,14157,Metro,Gujrat,West,4,4,9,5,Platinum1
358,358,359,50,Female,Old,Dehradun,142,Mobile/Tablet,Android,Yes,5,1,11,3,78227,63363,19,1,4,8,Technical_Queries,Customer_support,5,0,Non Metro,Uttrakhand,North,2,2,6,3,Gold1
359,359,360,24,Male,Young,Ghaziabad,173,Mobile/Tablet,iOS,No,2,1,55,22,86114,81808,5,0,0,22,Product_upgrade,Customer_support,2,25834,Non Metro,Uttar Pradesh,North,7,4,10,5,Platinum1
360,360,361,40,Male,Middle,Pune,168,Laptop/PC,Linux,Yes,4,8,18,5,33668,29627,12,0,0,30,Parts_change,Service_center,5,1572,Metro,Maharashtra,South,4,9,3,3,Silver2
361,361,362,20,Male,Young,Jamnagar,152,Mobile/Tablet,iOS,Yes,0,8,45,18,56323,49564,12,0,0,32,Parts_change,Service_center,5,1411,Non Metro,Gujrat,West,6,3,9,5,Platinum1
362,362,363,60,Male,Old,Bikaner,127,Mobile/Tablet,iOS,Yes,4,5,15,4,33668,31984,5,0,0,17,Parts_change,Service_center,5,2439,Non Metro,Rajasthan,West,3,2,7,3,Gold1
363,363,364,45,Male,Middle,Varanasi,139,Mobile/Tablet,Android,Yes,2,8,24,7,86114,75780,12,1,2,10,Parts_change,Service_center,5,1568,Non Metro,Uttar Pradesh,North,7,4,6,3,Gold1
364,364,365,24,Male,Young,Belgaum,216,Mobile/Tablet,iOS,Yes,2,8,29,11,86114,75780,12,0,0,19,Parts_change,Service_center,5,1753,Non Metro,Karnartaka,South,9,4,10,4,Platinum1
365,365,366,31,Female,Young,Kolhapur,194,Mobile/Tablet,iOS,Yes,2,4,44,17,86114,81808,5,1,0,12,Technical_Queries,Remote_sharing,4,0,Non Metro,Maharashtra,South,7,4,10,5,Platinum1
366,366,367,57,Female,Old,Tirupati,117,Mobile/Tablet,Android,No,4,6,20,6,33668,29627,12,0,0,34,Parts_change,Service_center,5,590,Non Metro,Andhra Pradesh,South,3,2,3,3,Silver1
367,367,368,57,Male,Old,Tiruppur,150,Mobile/Tablet,Android,No,3,6,5,1,47192,41528,12,1,11,1,Technical_Queries,Remote_sharing,4,0,Non Metro,Tamil Nadu,South,2,2,5,2,Silver1
368,368,369,22,Female,Young,Rourkela,166,Laptop/PC,Linux,No,3,6,49,19,47192,44832,5,0,0,21,Parts_change,Service_center,4,2029,Non Metro,Orissa,East,8,9,5,5,Silver2
369,369,370,31,Female,Young,Palakkad,170,Laptop/PC,Windows,No,2,9,48,19,86114,66307,23,0,0,34,Parts_change,Service_center,4,1332,Non Metro,Kerela,South,4,4,6,5,Gold1
370,370,371,35,Male,Young,Kochi,147,Mobile/Tablet,iOS,Yes,1,9,26,10,89528,72517,19,1,5,7,Parts_change,Service_center,5,658,Non Metro,Kerela,South,7,4,10,3,Platinum1
371,371,372,51,Female,Old,Nanded,105,Laptop/PC,Linux,Yes,4,6,15,4,33668,31984,5,1,7,5,Technical_Queries,Customer_support,5,0,Non Metro,Maharashtra,South,1,7,3,3,Silver2
372,372,373,33,Female,Young,Bhubaneswar,183,Laptop/PC,Windows,No,3,6,44,17,47192,38225,19,0,0,24,Parts_change,Service_center,4,1238,Non Metro,Orissa,East,5,3,5,5,Silver1
373,373,374,48,Male,Old,Kolhapur,131,Mobile/Tablet,Android,No,5,3,9,2,78227,68839,12,1,11,1,Technical_Queries,Remote_sharing,4,0,Non Metro,Maharashtra,South,1,2,6,2,Gold1
374,374,375,44,Male,Middle,Kannur,179,Laptop/PC,Windows,Yes,3,3,13,3,47192,36337,23,0,0,22,Product_upgrade,Customer_support,4,14157,Non Metro,Kerela,South,5,3,5,3,Silver1
375,375,376,60,Male,Old,Hyderabad,148,Mobile/Tablet,Android,Yes,4,6,14,4,33668,27271,19,0,0,35,Parts_change,Service_center,5,2287,Metro,Telangana,South,1,2,3,3,Silver1
376,376,377,22,Female,Young,Jhansi,216,Laptop/PC,Windows,No,2,10,43,17,86114,69752,19,0,0,29,Parts_change,Service_center,4,2010,Non Metro,Uttar Pradesh,North,5,3,6,5,Gold1
377,377,378,40,Male,Middle,Surat,137,Laptop/PC,Windows,No,4,6,30,9,33668,31984,5,1,11,1,Technical_Queries,Remote_sharing,4,0,Metro,Gujrat,West,4,4,3,3,Silver1
378,378,379,50,Female,Old,Kolhapur,121,Mobile/Tablet,Android,No,4,1,12,3,33668,27944,17,0,0,14,Parts_change,Service_center,4,1386,Non Metro,Maharashtra,South,2,2,3,3,Silver1
379,379,380,47,Male,Old,Bhopal,110,Laptop/PC,Windows,No,3,3,22,6,47192,36337,23,0,0,28,Parts_change,Service_center,5,2331,Non Metro,Madhya Pradesh,West,2,2,5,3,Silver1
380,380,381,55,Male,Old,Dehradun,123,Laptop/PC,Linux,No,3,1,12,3,47192,39169,17,1,3,9,Technical_Queries,Customer_support,4,0,Non Metro,Uttrakhand,North,4,9,5,3,Silver2
381,381,382,33,Male,Young,Jamshedpur,140,Mobile/Tablet,Android,No,0,1,40,16,56323,53506,5,1,8,4,Technical_Queries,Customer_support,5,0,Non Metro,Jharkhand,East,4,4,5,5,Silver1
382,382,383,18,Male,Young,Meerut,130,Laptop/PC,Windows,Yes,1,1,29,11,89528,78784,12,0,0,35,Product_upgrade,Customer_support,5,26858,Non Metro,Uttar Pradesh,North,9,4,6,4,Gold1
383,383,384,43,Female,Middle,Bhilai,62,Laptop/PC,Linux,No,3,8,32,9,47192,41528,12,0,0,29,Product_upgrade,Customer_support,3,14157,Non Metro,Chattisgarh,East,5,8,5,4,Silver2
384,384,385,56,Female,Old,Bangalore,126,Mobile/Tablet,Android,No,5,5,10,3,78227,68839,12,1,10,2,Technical_Queries,Customer_support,4,0,Metro,Karnartaka,South,4,4,6,2,Gold1
